Date;VTSIM;SPYSIM;VXUSSIM;GLDSIM;CASHX;SHYSIM;IEFSIM;TLTSIM;ZROZSIM;KMLMSIM;DBMFSIM
31/12/1969;10000;10000;10000;;67639.68;;;;;;
02/01/1970;10121.16;10103.53;10121.69;;67660.93;;;;;;
05/01/1970;10190.41;10154.97;10204.83;;67682.17;;;;;;
06/01/1970;10081.92;10087.06;10020.38;;67703.47;;;;;;
07/01/1970;10118.34;10067.98;10158.07;;67724.69;;;;;;
08/01/1970;10144.11;10074.93;10223.57;;67745.95;;;;;;
09/01/1970;10094.3;10046.09;10128.25;;67767.16;;;;;;
12/01/1970;10010.39;9971.66;10031.24;;67788.14;;;;;;
13/01/1970;10013.35;9997.07;10023.81;;67809.17;;;;;;
14/01/1970;10024.86;9969.3;10106.06;;67830.35;;;;;;
15/01/1970;10035.09;9974.09;10140.36;;67851.45;;;;;;
16/01/1970;10000.42;9893.16;10200.19;;67872.46;;;;;;
19/01/1970;9900.99;9756.9;10160.19;;67893.44;;;;;;
20/01/1970;9932.86;9777.96;10219.12;;67914.51;;;;;;
21/01/1970;9906.3;9792.52;10115.31;;67935.61;;;;;;
22/01/1970;9969.26;9803.81;10285.06;;67956.82;;;;;;
23/01/1970;9873.22;9732.65;10200.61;;67978.02;;;;;;
26/01/1970;9764.72;9603.99;10088.95;;67999.28;;;;;;
27/01/1970;9708.55;9545.85;10044.83;;68020.62;;;;;;
28/01/1970;9612.07;9457.33;9938.1;;68041.97;;;;;;
29/01/1970;9488.28;9339.51;9812.87;;68063.33;;;;;;
30/01/1970;9425.2;9268.35;9786;;68084.56;;;;;;
02/02/1970;9458.39;9349.09;9717.74;;68105.42;;;;;;
03/02/1970;9510.22;9461.29;9619.18;;68126.23;;;;;;
04/02/1970;9500.06;9405.32;9730.31;;68146.93;;;;;;
05/02/1970;9459.35;9369.97;9678.3;;68167.38;;;;;;
06/02/1970;9507.77;9418.16;9705.48;;68187.45;;;;;;
09/02/1970;9604.69;9493.47;9838.52;;68207.2;;;;;;
10/02/1970;9537.05;9396.27;9811.32;;68226.91;;;;;;
11/02/1970;9586.35;9488.94;9776.53;;68246.54;;;;;;
12/02/1970;9532.81;9467.69;9643.84;;68266.17;;;;;;
13/02/1970;9561.31;9448.61;9763.17;;68285;;;;;;
16/02/1970;9550.73;9442.55;9737.46;;68303.51;;;;;;
17/02/1970;9491.54;9433.24;9584.76;;68321.85;;;;;;
18/02/1970;9599.62;9550.86;9677.15;;68340.21;;;;;;
19/02/1970;9635.55;9587.11;9726.03;;68358.62;;;;;;
20/02/1970;9603.09;9617.93;9552.63;;68377.07;;;;;;
24/02/1970;9607.33;9615.13;9565.31;;68395.74;;;;;;
25/02/1970;9698.16;9764.21;9533.94;;68414.44;;;;;;
26/02/1970;9711.25;9716.92;9673.49;;68433.12;;;;;;
27/02/1970;9754.05;9783.55;9659;;68451.72;;;;;;
02/03/1970;9744.07;9807.86;9596.54;;68470.38;;;;;;
03/03/1970;9771;9865.81;9556.5;;68489.18;;;;;;
04/03/1970;9793.96;9846.73;9670.79;;68508.02;;;;;;
05/03/1970;9774.48;9843.92;9609.78;;68526.72;;;;;;
06/03/1970;9739.14;9784.7;9635.81;;68545.35;;;;;;
09/03/1970;9620.61;9685.34;9485.37;;68564.01;;;;;;
10/03/1970;9606.96;9712.91;9410.43;;68582.26;;;;;;
11/03/1970;9607.32;9707.94;9433.84;;68600.55;;;;;;
12/03/1970;9553.05;9670.42;9364.33;;68618.93;;;;;;
13/03/1970;9514.25;9620.96;9364.98;;68637.36;;;;;;
16/03/1970;9409.28;9519.43;9265.54;;68655.94;;;;;;
17/03/1970;9401.59;9562.19;9161.01;;68674.49;;;;;;
18/03/1970;9455.35;9590.85;9268.13;;68692.89;;;;;;
19/03/1970;9423.79;9579.36;9223.44;;68711.01;;;;;;
20/03/1970;9377.16;9540.85;9177.45;;68728.79;;;;;;
23/03/1970;9382.13;9534.49;9214.28;;68745.56;;;;;;
24/03/1970;9486.92;9644.29;9332.63;;68762.15;;;;;;
25/03/1970;9701.48;9841.76;9562.23;;68778.93;;;;;;
26/03/1970;9744.09;9859.5;9666.88;;68796.02;;;;;;
30/03/1970;9733.5;9829.03;9685.65;;68813.27;;;;;;
31/03/1970;9720.42;9830.34;9650;;68830.69;;;;;;
01/04/1970;9770.27;9879.86;9707.55;;68848.01;;;;;;
02/04/1970;9765.05;9850.48;9766.24;;68865.36;;;;;;
03/04/1970;9761.53;9807.96;9851.02;;68882.74;;;;;;
06/04/1970;9669.76;9740.22;9730.88;;68900.2;;;;;;
07/04/1970;9631.91;9715.23;9681.69;;68917.81;;;;;;
08/04/1970;9631.32;9713.25;9713.77;;68935.4;;;;;;
09/04/1970;9635.78;9718.94;9743.38;;68952.85;;;;;;
10/04/1970;9578.8;9688.47;9650.13;;68970.25;;;;;;
13/04/1970;9494.56;9624.03;9564.76;;68987.6;;;;;;
14/04/1970;9400.21;9543.15;9438.27;;69004.91;;;;;;
15/04/1970;9362.01;9526.92;9376.3;;69022.38;;;;;;
16/04/1970;9257.24;9435.08;9270.94;;69039.91;;;;;;
17/04/1970;9239.62;9413.38;9275.98;;69057.44;;;;;;
20/04/1970;9250.98;9432.22;9264.04;;69075.2;;;;;;
21/04/1970;9181;9384.22;9153.26;;69093.12;;;;;;
22/04/1970;9056.02;9263.89;9047.02;;69111.6;;;;;;
23/04/1970;8932.47;9130.42;8973.46;;69129.65;;;;;;
24/04/1970;8889.12;9102.14;8930.24;;69147.75;;;;;;
27/04/1970;8707.4;8959.9;8705.08;;69166;;;;;;
28/04/1970;8569.38;8830.81;8541.9;;69185.11;;;;;;
29/04/1970;8744.05;9000.87;8699.04;;69204.08;;;;;;
30/04/1970;8700.94;8970.41;8635;;69223.11;;;;;;
01/05/1970;8706.67;8962.95;8673.41;;69241.9;;;;;;
04/05/1970;8569.16;8737.43;8717.54;;69260.88;;;;;;
05/05/1970;8494.02;8654.37;8682.8;;69280.37;;;;;;
06/05/1970;8562.15;8751.01;8675.46;;69299.37;;;;;;
07/05/1970;8588.83;8791.77;8647.28;;69317.63;;;;;;
08/05/1970;8534.83;8750.35;8568.68;;69335.67;;;;;;
11/05/1970;8448.68;8659.62;8495.78;;69354.22;;;;;;
12/05/1970;8405.07;8578.75;8521.18;;69373.26;;;;;;
13/05/1970;8323.45;8435.42;8574.93;;69392.04;;;;;;
14/05/1970;8181.69;8317.29;8393.26;;69410.65;;;;;;
15/05/1970;8325.77;8478.58;8524.52;;69429.27;;;;;;
18/05/1970;8311.43;8486.47;8451.36;;69447.67;;;;;;
19/05/1970;8212.18;8323.42;8490.58;;69466.19;;;;;;
20/05/1970;7996.89;8112.16;8270.38;;69484.58;;;;;;
21/05/1970;7870.59;7964.46;8210.1;;69503.08;;;;;;
22/05/1970;7881.81;7975.64;8267.83;;69522;;;;;;
25/05/1970;7683.57;7757.81;8176.02;;69541.34;;;;;;
26/05/1970;7614.58;7653.93;8170.66;;69560.88;;;;;;
27/05/1970;7865.87;8036.55;8093.45;;69580.31;;;;;;
28/05/1970;8010.28;8239.47;8103.05;;69599.5;;;;;;
29/05/1970;8122.93;8453.35;7993;;69618.64;;;;;;
01/06/1970;8250.21;8596.01;8069.8;;69637.57;;;;;;
02/06/1970;8279.71;8597.32;8134.46;;69656.41;;;;;;
03/06/1970;8377.21;8673.14;8237.34;;69675.24;;;;;;
04/06/1970;8259.1;8547.35;8146.07;;69694.06;;;;;;
05/06/1970;8210.59;8418.28;8283.8;;69712.87;;;;;;
08/06/1970;8181.1;8432.74;8169.8;;69731.54;;;;;;
09/06/1970;8181.47;8429.67;8164.78;;69750.28;;;;;;
10/06/1970;8092.89;8346.61;8062.91;;69768.99;;;;;;
11/06/1970;7987.73;8235.07;7974.11;;69787.65;;;;;;
12/06/1970;7962.8;8173.93;7962.93;;69806.45;;;;;;
15/06/1970;7967.23;8251.94;7922.21;;69825.04;;;;;;
16/06/1970;8120.38;8425.27;8010.8;;69843.63;;;;;;
17/06/1970;8096.9;8410.15;7980.04;;69862.26;;;;;;
18/06/1970;8144.92;8467.33;8028.57;;69880.91;;;;;;
19/06/1970;8194.15;8527.93;8063.36;;69899.49;;;;;;
22/06/1970;8121.89;8483.79;7952.04;;69917.63;;;;;;
23/06/1970;7954.55;8276.96;7855.48;;69935.95;;;;;;
24/06/1970;7934.65;8190.76;7979.68;;69954.32;;;;;;
25/06/1970;7943.32;8197.54;8010.68;;69972.11;;;;;;
26/06/1970;7909.02;8137.9;8036.89;;69989.83;;;;;;
29/06/1970;7878.56;8074.95;8083.25;;70007.52;;;;;;
30/06/1970;7861.67;8057.38;8076;;70025.55;;;;;;
01/07/1970;7909.71;8082.97;8168.86;;70043.56;;;;;;
02/07/1970;7902.36;8082;8185.77;;70061.57;;;;;;
06/07/1970;7780.33;7957.07;8061.37;;70079.86;;;;;;
07/07/1970;7710.7;7897.44;7980.98;;70098.52;;;;;;
08/07/1970;7884.61;8094.58;8136.13;;70117.07;;;;;;
09/07/1970;7993.38;8213.13;8204.99;;70135.47;;;;;;
10/07/1970;8036.97;8257.54;8217.29;;70153.61;;;;;;
13/07/1970;8043.78;8269.85;8246.77;;70171.71;;;;;;
14/07/1970;8037.82;8256.7;8249.6;;70189.84;;;;;;
15/07/1970;8129.03;8347.59;8365.85;;70207.91;;;;;;
16/07/1970;8219.68;8471.67;8417.27;;70225.69;;;;;;
17/07/1970;8361.56;8622.32;8568.22;;70243.52;;;;;;
20/07/1970;8360.4;8634.63;8536.89;;70261.28;;;;;;
21/07/1970;8320.74;8546.22;8587.9;;70279.07;;;;;;
22/07/1970;8285.81;8553;8450.41;;70296.78;;;;;;
23/07/1970;8385.68;8661.59;8545.4;;70314.29;;;;;;
24/07/1970;8364.41;8642.91;8515.21;;70331.93;;;;;;
27/07/1970;8342.55;8625.33;8475.95;;70349.62;;;;;;
28/07/1970;8356.95;8639.85;8470.79;;70367.43;;;;;;
29/07/1970;8385.28;8670.97;8489.76;;70385.25;;;;;;
30/07/1970;8393.01;8675.53;8499.02;;70403.1;;;;;;
31/07/1970;8355.85;8674.56;8389;;70420.92;;;;;;
03/08/1970;8233.38;8561.81;8218.47;;70438.81;;;;;;
04/08/1970;8230.03;8581.86;8174.53;;70456.86;;;;;;
05/08/1970;8222.86;8581.99;8161.94;;70475.04;;;;;;
06/08/1970;8237.96;8572.17;8234.8;;70493.19;;;;;;
07/08/1970;8243.33;8595.54;8202.28;;70511.29;;;;;;
10/08/1970;8152.07;8477.26;8164.37;;70529.42;;;;;;
11/08/1970;8114.95;8436.45;8142.52;;70547.72;;;;;;
12/08/1970;8044.44;8393.42;8002.88;;70566.06;;;;;;
13/08/1970;8013.19;8321.62;8053.36;;70584.34;;;;;;
14/08/1970;8066.9;8369.34;8146.99;;70602.66;;;;;;
17/08/1970;8074.59;8387.18;8137.77;;70620.96;;;;;;
18/08/1970;8140.14;8484.7;8157.28;;70639.09;;;;;;
19/08/1970;8224.17;8570.04;8259.82;;70657.06;;;;;;
20/08/1970;8309.77;8668.67;8391.76;;70674.94;;;;;;
21/08/1970;8409.78;8824.83;8332.57;;70692.59;;;;;;
24/08/1970;8597.97;9019.73;8496.83;;70710.06;;;;;;
25/08/1970;8628.78;9035.36;8518.98;;70727.54;;;;;;
26/08/1970;8653.45;9046.55;8534.59;;70745.08;;;;;;
27/08/1970;8629.58;9033.41;8478.7;;70762.69;;;;;;
28/08/1970;8699.95;9120.96;8512.42;;70780.32;;;;;;
31/08/1970;8692.9;9084.57;8549;;70798.1;;;;;;
01/09/1970;8584.56;9022.73;8329.47;;70816.05;;;;;;
02/09/1970;8568.6;9025.08;8280.68;;70834.04;;;;;;
03/09/1970;8689.95;9151.36;8386.01;;70852;;;;;;
04/09/1970;8780.38;9234.48;8463.75;;70869.77;;;;;;
08/09/1970;8783.48;9258.96;8404.77;;70887.71;;;;;;
09/09/1970;8793.24;9232.53;8482.05;;70905.71;;;;;;
10/09/1970;8760.68;9179.55;8483.45;;70923.75;;;;;;
11/09/1970;8765.63;9205.13;8431.65;;70941.73;;;;;;
14/09/1970;8729.66;9156.57;8410.24;;70959.55;;;;;;
15/09/1970;8677.59;9079.24;8423.2;;70977.35;;;;;;
16/09/1970;8728.09;9128.06;8469.93;;70994.81;;;;;;
17/09/1970;8784;9184.63;8491.48;;71012.14;;;;;;
18/09/1970;8848.66;9222.12;8602.19;;71029.27;;;;;;
21/09/1970;8783.14;9144.2;8551.92;;71046.07;;;;;;
22/09/1970;8763.7;9139.95;8553.35;;71062.25;;;;;;
23/09/1970;8874.35;9146.87;8641.2;;71078.36;;;;;;
24/09/1970;8938.46;9120.3;8571.12;;71094.6;;;;;;
25/09/1970;8995.92;9252.23;8706.57;;71111.02;;;;;;
28/09/1970;9003.87;9374.11;8736.74;;71127.42;;;;;;
29/09/1970;9025.24;9369.86;8690.24;;71143.84;;;;;;
30/09/1970;9059.31;9420.31;8809;;71160.33;;;;;;
01/10/1970;9056.51;9423.87;8774.57;;71176.88;;;;;;
02/10/1970;9139.05;9518.96;8825.23;;71193.43;;;;;;
05/10/1970;9306.77;9666.51;9056.3;;71210.1;;;;;;
06/10/1970;9344.24;9710.26;9121.51;;71227.2;;;;;;
07/10/1970;9357.76;9716.06;9164.05;;71244.32;;;;;;
08/10/1970;9216.9;9612.47;8953.93;;71261.48;;;;;;
09/10/1970;9139.45;9516.7;8899.05;;71278.59;;;;;;
12/10/1970;9040.35;9416.46;8779.22;;71295.71;;;;;;
13/10/1970;8996.85;9405.52;8692.5;;71312.71;;;;;;
14/10/1970;9007.34;9421.36;8696.38;;71329.57;;;;;;
15/10/1970;9030.56;9474.04;8687.28;;71346.3;;;;;;
16/10/1970;8964.12;9434.07;8594.86;;71363.09;;;;;;
19/10/1970;8887.87;9309.28;8618.6;;71379.91;;;;;;
20/10/1970;8911.58;9365.31;8583.11;;71396.51;;;;;;
21/10/1970;8911.43;9368.87;8593.25;;71413;;;;;;
22/10/1970;8868.22;9338.96;8537.93;;71429.38;;;;;;
23/10/1970;8922.22;9383.82;8607.42;;71445.71;;;;;;
26/10/1970;8857.22;9333.81;8505.18;;71462.15;;;;;;
27/10/1970;8856.13;9313.94;8551.6;;71478.74;;;;;;
28/10/1970;8867.1;9349.87;8523.34;;71495.42;;;;;;
29/10/1970;8864.36;9343.39;8543.56;;71512.02;;;;;;
30/10/1970;8868.28;9332.45;8564;;71528.59;;;;;;
02/11/1970;8858;9362.8;8471.84;;71544.74;;;;;;
03/11/1970;8894.5;9443.37;8425.03;;71560.89;;;;;;
04/11/1970;8917.45;9463.68;8456.49;;71576.68;;;;;;
05/11/1970;8910.72;9432.65;8468.05;;71592.28;;;;;;
06/11/1970;8918.16;9447.37;8469.91;;71607.9;;;;;;
09/11/1970;8960.55;9498.93;8501.7;;71623.5;;;;;;
10/11/1970;8930.29;9513.66;8382.17;;71639.08;;;;;;
11/11/1970;8932.24;9541.77;8336.45;;71654.66;;;;;;
12/11/1970;8863.73;9444.89;8328.32;;71670.27;;;;;;
13/11/1970;8739.37;9359.18;8130.29;;71685.74;;;;;;
16/11/1970;8724.08;9346;8111.3;;71700.82;;;;;;
17/11/1970;8737.44;9373;8137.33;;71715.67;;;;;;
18/11/1970;8664.94;9298.45;8055.71;;71730.58;;;;;;
19/11/1970;8698.37;9313.17;8132.76;;71745.3;;;;;;
20/11/1970;8813;9404.9;8293.49;;71759.59;;;;;;
23/11/1970;8811;9464.27;8174.39;;71773.26;;;;;;
24/11/1970;8830.17;9525.87;8126.29;;71787.3;;;;;;
25/11/1970;8865.75;9561.8;8152.22;;71801.71;;;;;;
27/11/1970;8943.88;9656.87;8203.31;;71816.41;;;;;;
30/11/1970;9070.2;9799.94;8271;;71830.78;;;;;;
01/12/1970;9131.3;9831.4;8389.81;;71844.97;;;;;;
02/12/1970;9231.99;9945.45;8458.41;;71859.14;;;;;;
03/12/1970;9265.62;9993.65;8470.7;;71873.23;;;;;;
04/12/1970;9312.41;10057.48;8498.59;;71887.23;;;;;;
07/12/1970;9365.97;10112.38;8543.21;;71901.27;;;;;;
08/12/1970;9328.02;10061.26;8525.72;;71915.42;;;;;;
09/12/1970;9288.86;10070.4;8409.91;;71929.57;;;;;;
10/12/1970;9315.35;10114.13;8420.9;;71943.56;;;;;;
11/12/1970;9344.91;10153.41;8435.01;;71957.44;;;;;;
14/12/1970;9247.27;10103.4;8259.76;;71971.14;;;;;;
15/12/1970;9191.85;10089.11;8134.57;;71984.79;;;;;;
16/12/1970;9151.78;10097.14;8001.31;;71998.39;;;;;;
17/12/1970;9187.49;10134.18;8042.76;;72011.93;;;;;;
18/12/1970;9231.36;10155.15;8122.97;;72025.51;;;;;;
21/12/1970;9253.54;10125.17;8229.32;;72039.23;;;;;;
22/12/1970;9274.19;10137.96;8262.15;;72052.98;;;;;;
23/12/1970;9303.89;10146.25;8314.76;;72066.87;;;;;;
24/12/1970;9378.69;10205.19;8398.11;;72080.69;;;;;;
28/12/1970;9456.07;10260.75;8515.85;;72094.53;;;;;;
29/12/1970;9539.37;10373.71;8546.72;;72108.63;;;;;;
30/12/1970;9562.99;10396.63;8576.56;;72122.63;;;;;;
31/12/1970;9552.86;10384.66;8563;;72136.51;;;;;;
04/01/1971;9434.22;10273.64;8408.14;;72150.5;;;;;;
05/01/1971;9537.22;10348.34;8544.38;;72164.51;;;;;;
06/01/1971;9603.17;10411.77;8591.41;;72178.37;;;;;;
07/01/1971;9611.89;10416.69;8603.13;;72192.14;;;;;;
08/01/1971;9615.47;10396.83;8632.94;;72205.75;;;;;;
11/01/1971;9600.29;10374.73;8607.27;;72219.1;;;;;;
12/01/1971;9668.44;10459.56;8616.44;;72232.37;;;;;;
13/01/1971;9623.78;10443.08;8506.39;;72245.44;;;;;;
14/01/1971;9637.88;10471.63;8490.03;;72258;;;;;;
15/01/1971;9648.96;10499.05;8467.23;;72270.39;;;;;;
18/01/1971;9735.08;10543.35;8635.17;;72282.6;;;;;;
19/01/1971;9780.65;10584.28;8704.2;;72294.79;;;;;;
20/01/1971;9729.48;10588.06;8545.9;;72306.79;;;;;;
21/01/1971;9752.76;10635.74;8521.93;;72318.61;;;;;;
22/01/1971;9835.9;10714.93;8623.57;;72330.6;;;;;;
25/01/1971;9915.74;10761.49;8751.44;;72342.6;;;;;;
26/01/1971;9926.54;10797.91;8726.41;;72354.8;;;;;;
27/01/1971;9909.7;10720.66;8811.6;;72366.92;;;;;;
28/01/1971;9955.11;10758.21;8864.68;;72378.92;;;;;;
29/01/1971;10035.89;10835.15;8961;;72390.84;;;;;;
01/02/1971;10105.18;10897.45;9023.49;;72402.68;;;;;;
02/02/1971;10077.74;10900.11;8933.7;;72414.46;;;;;;
03/02/1971;10075.93;10924.15;8870;;72426.21;;;;;;
04/02/1971;10090.59;10924.56;8880.78;;72437.79;;;;;;
05/02/1971;10174.9;10960.98;9022.85;;72449.17;;;;;;
08/02/1971;10268.4;11021.04;9162.24;;72460.16;;;;;;
09/02/1971;10216.67;11029.32;9024.8;;72470.62;;;;;;
10/02/1971;10214.87;11017.35;9037.3;;72481.26;;;;;;
11/02/1971;10287.64;11077.4;9134.51;;72491.73;;;;;;
12/02/1971;10311.58;11137.46;9084.99;;72502.2;;;;;;
16/02/1971;10345.17;11164.87;9127.51;;72512.65;;;;;;
17/02/1971;10266.2;11114.63;9001.09;;72523.01;;;;;;
18/02/1971;10223.89;11044.14;9010.71;;72533.14;;;;;;
19/02/1971;10180.45;10953.38;9063.37;;72543.18;;;;;;
22/02/1971;10087.73;10840.12;9005.6;;72553.2;;;;;;
23/02/1971;10106.53;10883.3;8960.86;;72563.22;;;;;;
24/02/1971;10212.76;10956.85;9109.49;;72573.04;;;;;;
25/02/1971;10263.55;10984.27;9215.05;;72582.83;;;;;;
26/02/1971;10193.63;10962.17;9067;;72592.62;;;;;;
01/03/1971;10223.62;10991.83;9090.16;;72602.3;;;;;;
02/03/1971;10246.32;10991.12;9140.17;;72611.98;;;;;;
03/03/1971;10246.27;10989.27;9135.7;;72621.61;;;;;;
04/03/1971;10374.88;11099.96;9286.55;;72631.23;;;;;;
05/03/1971;10495.32;11218.54;9411.18;;72640.83;;;;;;
08/03/1971;10559.53;11267.33;9491.79;;72650.4;;;;;;
09/03/1971;10630.75;11277.87;9657.77;;72659.97;;;;;;
10/03/1971;10636.47;11261.39;9694.93;;72669.49;;;;;;
11/03/1971;10666.76;11273.05;9780.75;;72678.77;;;;;;
12/03/1971;10731.5;11294.84;9927.44;;72688.12;;;;;;
15/03/1971;10885.13;11424.66;10126.44;;72697.63;;;;;;
16/03/1971;10923.4;11482.46;10136.78;;72707.27;;;;;;
17/03/1971;10871.96;11473.86;9986.14;;72717.43;;;;;;
18/03/1971;10814.6;11483.26;9799.94;;72727.38;;;;;;
19/03/1971;10773.47;11463.61;9719.73;;72737.05;;;;;;
22/03/1971;10730.49;11420.7;9678.56;;72746.57;;;;;;
23/03/1971;10738.47;11383.47;9763.52;;72756.27;;;;;;
24/03/1971;10637.7;11309.92;9603.5;;72766.06;;;;;;
25/03/1971;10642.25;11310.13;9609.52;;72775.85;;;;;;
26/03/1971;10679.22;11350.07;9633.93;;72785.76;;;;;;
29/03/1971;10696.18;11360.51;9662.21;;72795.81;;;;;;
30/03/1971;10718.95;11387.96;9680.8;;72806.21;;;;;;
31/03/1971;10670.52;11394.99;9527;;72816.72;;;;;;
01/04/1971;10719.82;11405.42;9646.93;;72827.27;;;;;;
02/04/1971;10720.35;11426.07;9606.32;;72837.88;;;;;;
05/04/1971;10745.13;11453.52;9638;;72848.54;;;;;;
06/04/1971;10818.23;11536.58;9718.79;;72859.32;;;;;;
07/04/1971;10870.96;11591.27;9774.99;;72870.37;;;;;;
08/04/1971;10855.3;11606.24;9701.54;;72881.65;;;;;;
12/04/1971;10972.19;11696.11;9884.12;;72893.3;;;;;;
13/04/1971;10993.02;11708.81;9930.5;;72904.99;;;;;;
14/04/1971;10994.88;11754.42;9861.98;;72916.56;;;;;;
15/04/1971;11057.32;11772.8;10001.54;;72927.84;;;;;;
16/04/1971;11064.51;11770.74;10018.66;;72938.9;;;;;;
19/04/1971;11120.53;11831.11;10086.44;;72949.9;;;;;;
20/04/1971;11067.27;11787.07;10037.73;;72960.96;;;;;;
21/04/1971;11028.58;11760.05;9983.68;;72972.13;;;;;;
22/04/1971;11055.46;11784.09;9995.94;;72983.11;;;;;;
23/04/1971;11099.65;11841.05;10012.83;;72994.11;;;;;;
26/04/1971;11055.17;11829.92;9888.3;;73005.18;;;;;;
27/04/1971;11075.66;11905.03;9852.73;;73016.65;;;;;;
28/04/1971;11065.44;11926.81;9754.32;;73028.36;;;;;;
29/04/1971;11068.53;11912.27;9809.63;;73040.01;;;;;;
30/04/1971;10992.02;11836.46;9731;;73051.4;;;;;;
03/05/1971;10945.93;11762.91;9717.05;;73062.53;;;;;;
04/05/1971;11028.57;11821;9827.94;;73073.78;;;;;;
05/05/1971;10999.12;11821.22;9751.37;;73085.14;;;;;;
06/05/1971;10962.59;11760.16;9765.12;;73096.22;;;;;;
07/05/1971;10947.08;11720.66;9783.73;;73107.19;;;;;;
10/05/1971;10913.36;11664.14;9786.78;;73118.3;;;;;;
11/05/1971;10949.24;11695;9823.69;;73129.5;;;;;;
12/05/1971;11003.56;11728.12;9922.46;;73140.93;;;;;;
13/05/1971;10996.19;11705.64;9939.57;;73152.72;;;;;;
14/05/1971;10961.16;11652.53;9925.32;;73164.68;;;;;;
17/05/1971;10806.91;11481.4;9805.34;;73177.16;;;;;;
18/05/1971;10828.09;11498.64;9850.58;;73190.02;;;;;;
19/05/1971;10856.32;11527.22;9879.4;;73202.75;;;;;;
20/05/1971;10872.52;11555.81;9870.97;;73215.44;;;;;;
21/05/1971;10854.11;11520.85;9887.38;;73228.17;;;;;;
24/05/1971;10778.7;11424.62;9842.73;;73240.98;;;;;;
25/05/1971;10730.12;11351.08;9835.06;;73253.91;;;;;;
26/05/1971;10736.8;11366.05;9820.76;;73266.7;;;;;;
27/05/1971;10759.24;11345.84;9901.66;;73279.35;;;;;;
28/05/1971;10746.07;11373.29;9808;;73291.97;;;;;;
01/06/1971;10796.29;11439.32;9822.19;;73304.65;;;;;;
02/06/1971;10863.35;11526.91;9836.41;;73317.04;;;;;;
03/06/1971;10898.64;11533.94;9893.75;;73329.38;;;;;;
04/06/1971;10931.56;11568.2;9930.64;;73341.95;;;;;;
07/06/1971;10919.77;11545.72;9926.97;;73354.87;;;;;;
08/06/1971;10838.53;11459.7;9858.92;;73368.15;;;;;;
09/06/1971;10835.82;11457.65;9862.03;;73381.54;;;;;;
10/06/1971;10868.66;11498.72;9891.12;;73394.99;;;;;;
11/06/1971;10939.65;11548.86;10014.77;;73408.71;;;;;;
14/06/1971;10863.92;11453.77;9965.76;;73423.07;;;;;;
15/06/1971;10895.24;11466.46;10044.92;;73437.7;;;;;;
16/06/1971;10904.83;11490.51;10035.79;;73452.18;;;;;;
17/06/1971;10901.65;11489.59;10029.58;;73466.46;;;;;;
18/06/1971;10767.64;11315.28;9965.58;;73480.84;;;;;;
21/06/1971;10677.78;11190.77;9954.26;;73495.1;;;;;;
22/06/1971;10621.09;11160.01;9851.79;;73509.56;;;;;;
23/06/1971;10704.36;11255.02;9910.61;;73523.62;;;;;;
24/06/1971;10656.66;11224.26;9808.17;;73537.63;;;;;;
25/06/1971;10652.27;11209.51;9832.08;;73551.87;;;;;;
28/06/1971;10646.23;11182.18;9863.28;;73566.34;;;;;;
29/06/1971;10733.97;11306.91;9884.62;;73581.49;;;;;;
30/06/1971;10834.47;11294.44;9977;;73596.74;;;;;;
01/07/1971;10854.7;11419.17;10009.21;;73611.95;;;;;;
02/07/1971;10916.37;11420.42;10168.25;;73627.61;;;;;;
06/07/1971;10938.89;11419.38;10215.17;;73643.62;;;;;;
07/07/1971;10964.46;11452.65;10211.39;;73659.46;;;;;;
08/07/1971;11000.21;11488.2;10239.98;;73675.27;;;;;;
09/07/1971;11061.74;11529.46;10338.35;;73690.94;;;;;;
12/07/1971;11089.35;11545.58;10389.11;;73706.5;;;;;;
13/07/1971;10977.62;11395.92;10339.19;;73722.09;;;;;;
14/07/1971;10971.98;11365.17;10354.5;;73737.74;;;;;;
15/07/1971;10962.69;11373.28;10318.05;;73753.51;;;;;;
16/07/1971;10985.41;11355.1;10421.61;;73769.61;;;;;;
19/07/1971;10965.66;11335.77;10411.44;;73785.8;;;;;;
20/07/1971;10982.84;11381.61;10379.41;;73801.9;;;;;;
21/07/1971;10968.1;11378.29;10350.31;;73817.83;;;;;;
22/07/1971;10952.41;11360.11;10353.7;;73833.48;;;;;;
23/07/1971;10918.45;11341.92;10288.7;;73849.5;;;;;;
26/07/1971;10875.68;11251.72;10233.9;;73865.5;;;;;;
27/07/1971;10807.31;11211.82;10239.44;;73881.51;;;;;;
28/07/1971;10724.72;11131.91;10172.78;;73897.43;;;;;;
29/07/1971;10652.41;11013.12;10221.18;;73913.09;;;;;;
30/07/1971;10623.15;10964.08;10229;;73928.66;;;;;;
02/08/1971;10676.46;11008.77;10278.46;;73944.03;;;;;;
03/08/1971;10526.86;10844.27;10179.03;;73959.64;;;;;;
04/08/1971;10477.45;10774.64;10151.44;;73975.29;;;;;;
05/08/1971;10528.16;10798.76;10245.62;;73990.85;;;;;;
06/08/1971;10512.18;10818.31;10141.85;;74006.35;;;;;;
09/08/1971;10462.38;10737.26;10149.34;;74021.97;;;;;;
10/08/1971;10464.98;10739.65;10152.62;;74037.75;;;;;;
11/08/1971;10552.17;10868.94;10154.92;;74053.08;;;;;;
12/08/1971;10665.05;11023.38;10190.64;;74068.39;;;;;;
13/08/1971;10656.5;10989.19;10222.74;;74083.53;;;;;;
